Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint
3616,"[13, 32, 6, 41, 39]","[8, 8, 16, 11, 4]",84,"[1, 0, 1, 1, 0]",35,26.2,9.4,Maximize: 8*x0 + 8*x1 + 16*x2 + 11*x3 + 4*x4,Constraint: 13*x0 + 32*x1 + 6*x2 + 41*x3 + 39*x4 <= 84
3617,"[36, 39, 30, 28, 18]","[15, 10, 19, 4, 4]",92,"[1, 0, 1, 0, 1]",38,30.2,10.4,Maximize: 15*x0 + 10*x1 + 19*x2 + 4*x3 + 4*x4,Constraint: 36*x0 + 39*x1 + 30*x2 + 28*x3 + 18*x4 <= 92
3618,"[5, 14, 22, 4, 36]","[8, 13, 6, 18, 6]",27,"[1, 1, 0, 1, 0]",39,16.2,10.2,Maximize: 8*x0 + 13*x1 + 6*x2 + 18*x3 + 6*x4,Constraint: 5*x0 + 14*x1 + 22*x2 + 4*x3 + 36*x4 <= 27
3619,"[8, 28, 31, 37, 31]","[2, 8, 9, 7, 19]",95,"[0, 1, 1, 0, 1]",36,27.0,9.0,Maximize: 2*x0 + 8*x1 + 9*x2 + 7*x3 + 19*x4,Constraint: 8*x0 + 28*x1 + 31*x2 + 37*x3 + 31*x4 <= 95
3620,"[41, 41, 25, 12, 40]","[4, 1, 2, 10, 6]",82,"[0, 0, 1, 1, 1]",18,31.8,4.6,Maximize: 4*x0 + 1*x1 + 2*x2 + 10*x3 + 6*x4,Constraint: 41*x0 + 41*x1 + 25*x2 + 12*x3 + 40*x4 <= 82
3621,"[4, 38, 13, 11, 16]","[5, 6, 9, 11, 4]",37,"[1, 0, 1, 1, 0]",25,16.4,7.0,Maximize: 5*x0 + 6*x1 + 9*x2 + 11*x3 + 4*x4,Constraint: 4*x0 + 38*x1 + 13*x2 + 11*x3 + 16*x4 <= 37
3622,"[16, 32, 37, 32, 35]","[15, 9, 14, 16, 5]",19,"[1, 0, 0, 0, 0]",15,30.4,11.8,Maximize: 15*x0 + 9*x1 + 14*x2 + 16*x3 + 5*x4,Constraint: 16*x0 + 32*x1 + 37*x2 + 32*x3 + 35*x4 <= 19
3623,"[2, 7, 1, 5, 21]","[15, 5, 2, 5, 10]",35,"[1, 1, 0, 1, 1]",35,7.2,7.4,Maximize: 15*x0 + 5*x1 + 2*x2 + 5*x3 + 10*x4,Constraint: 2*x0 + 7*x1 + 1*x2 + 5*x3 + 21*x4 <= 35
3624,"[24, 21, 14, 30, 46]","[10, 19, 9, 3, 13]",58,"[1, 1, 0, 0, 0]",29,27.0,10.8,Maximize: 10*x0 + 19*x1 + 9*x2 + 3*x3 + 13*x4,Constraint: 24*x0 + 21*x1 + 14*x2 + 30*x3 + 46*x4 <= 58
3625,"[17, 19, 48, 10, 16]","[4, 6, 10, 2, 13]",27,"[0, 0, 0, 1, 1]",15,22.0,7.0,Maximize: 4*x0 + 6*x1 + 10*x2 + 2*x3 + 13*x4,Constraint: 17*x0 + 19*x1 + 48*x2 + 10*x3 + 16*x4 <= 27
3626,"[38, 5, 47, 45, 13]","[14, 13, 13, 9, 18]",55,"[1, 0, 0, 0, 1]",32,29.6,13.4,Maximize: 14*x0 + 13*x1 + 13*x2 + 9*x3 + 18*x4,Constraint: 38*x0 + 5*x1 + 47*x2 + 45*x3 + 13*x4 <= 55
3627,"[30, 35, 18, 11, 41]","[3, 7, 5, 10, 19]",72,"[0, 0, 1, 1, 1]",34,27.0,8.8,Maximize: 3*x0 + 7*x1 + 5*x2 + 10*x3 + 19*x4,Constraint: 30*x0 + 35*x1 + 18*x2 + 11*x3 + 41*x4 <= 72
3628,"[24, 44, 11, 42, 46]","[10, 7, 11, 16, 15]",90,"[1, 0, 1, 1, 0]",37,33.4,11.8,Maximize: 10*x0 + 7*x1 + 11*x2 + 16*x3 + 15*x4,Constraint: 24*x0 + 44*x1 + 11*x2 + 42*x3 + 46*x4 <= 90
3629,"[27, 38, 40, 39, 28]","[5, 6, 16, 9, 15]",45,"[0, 0, 1, 0, 0]",16,34.4,10.2,Maximize: 5*x0 + 6*x1 + 16*x2 + 9*x3 + 15*x4,Constraint: 27*x0 + 38*x1 + 40*x2 + 39*x3 + 28*x4 <= 45
3630,"[2, 22, 31, 37, 18]","[14, 15, 19, 14, 15]",91,"[1, 1, 1, 0, 1]",63,22.0,15.4,Maximize: 14*x0 + 15*x1 + 19*x2 + 14*x3 + 15*x4,Constraint: 2*x0 + 22*x1 + 31*x2 + 37*x3 + 18*x4 <= 91
3631,"[10, 25, 6, 17, 16]","[14, 9, 4, 10, 11]",26,"[1, 0, 0, 0, 1]",25,14.8,9.6,Maximize: 14*x0 + 9*x1 + 4*x2 + 10*x3 + 11*x4,Constraint: 10*x0 + 25*x1 + 6*x2 + 17*x3 + 16*x4 <= 26
3632,"[34, 37, 25, 37, 10]","[14, 3, 10, 6, 5]",48,"[1, 0, 0, 0, 1]",19,28.6,7.6,Maximize: 14*x0 + 3*x1 + 10*x2 + 6*x3 + 5*x4,Constraint: 34*x0 + 37*x1 + 25*x2 + 37*x3 + 10*x4 <= 48
3633,"[35, 14, 2, 47, 47]","[15, 13, 7, 4, 3]",25,"[0, 1, 1, 0, 0]",20,29.0,8.4,Maximize: 15*x0 + 13*x1 + 7*x2 + 4*x3 + 3*x4,Constraint: 35*x0 + 14*x1 + 2*x2 + 47*x3 + 47*x4 <= 25
3634,"[22, 31, 45, 37, 15]","[17, 17, 16, 10, 2]",63,"[1, 1, 0, 0, 0]",34,30.0,12.4,Maximize: 17*x0 + 17*x1 + 16*x2 + 10*x3 + 2*x4,Constraint: 22*x0 + 31*x1 + 45*x2 + 37*x3 + 15*x4 <= 63
3635,"[46, 39, 19, 1, 34]","[7, 13, 16, 8, 9]",91,"[0, 1, 1, 1, 0]",37,27.8,10.6,Maximize: 7*x0 + 13*x1 + 16*x2 + 8*x3 + 9*x4,Constraint: 46*x0 + 39*x1 + 19*x2 + 1*x3 + 34*x4 <= 91
3636,"[40, 17, 27, 1, 35]","[13, 1, 7, 7, 13]",83,"[1, 0, 0, 1, 1]",33,24.0,8.2,Maximize: 13*x0 + 1*x1 + 7*x2 + 7*x3 + 13*x4,Constraint: 40*x0 + 17*x1 + 27*x2 + 1*x3 + 35*x4 <= 83
3637,"[8, 23, 20, 46, 47]","[14, 7, 19, 15, 5]",38,"[1, 0, 1, 0, 0]",33,28.8,12.0,Maximize: 14*x0 + 7*x1 + 19*x2 + 15*x3 + 5*x4,Constraint: 8*x0 + 23*x1 + 20*x2 + 46*x3 + 47*x4 <= 38
3638,"[2, 21, 20, 12, 12]","[8, 18, 8, 16, 11]",79,"[1, 1, 1, 1, 1]",61,13.4,12.2,Maximize: 8*x0 + 18*x1 + 8*x2 + 16*x3 + 11*x4,Constraint: 2*x0 + 21*x1 + 20*x2 + 12*x3 + 12*x4 <= 79
3639,"[41, 14, 36, 40, 27]","[17, 2, 12, 4, 19]",69,"[1, 0, 0, 0, 1]",36,31.6,10.8,Maximize: 17*x0 + 2*x1 + 12*x2 + 4*x3 + 19*x4,Constraint: 41*x0 + 14*x1 + 36*x2 + 40*x3 + 27*x4 <= 69
3640,"[37, 30, 46, 26, 48]","[13, 16, 19, 7, 1]",75,"[1, 1, 0, 0, 0]",29,37.4,11.2,Maximize: 13*x0 + 16*x1 + 19*x2 + 7*x3 + 1*x4,Constraint: 37*x0 + 30*x1 + 46*x2 + 26*x3 + 48*x4 <= 75
3641,"[8, 31, 29, 5, 42]","[7, 1, 13, 19, 6]",22,"[1, 0, 0, 1, 0]",26,23.0,9.2,Maximize: 7*x0 + 1*x1 + 13*x2 + 19*x3 + 6*x4,Constraint: 8*x0 + 31*x1 + 29*x2 + 5*x3 + 42*x4 <= 22
3642,"[43, 43, 35, 23, 8]","[12, 19, 11, 15, 3]",46,"[0, 1, 0, 0, 0]",19,30.4,12.0,Maximize: 12*x0 + 19*x1 + 11*x2 + 15*x3 + 3*x4,Constraint: 43*x0 + 43*x1 + 35*x2 + 23*x3 + 8*x4 <= 46
3643,"[8, 39, 21, 37, 39]","[6, 15, 15, 1, 12]",23,"[0, 0, 1, 0, 0]",15,28.8,9.8,Maximize: 6*x0 + 15*x1 + 15*x2 + 1*x3 + 12*x4,Constraint: 8*x0 + 39*x1 + 21*x2 + 37*x3 + 39*x4 <= 23
3644,"[38, 28, 48, 13, 28]","[3, 17, 13, 3, 4]",43,"[0, 1, 0, 1, 0]",20,31.0,8.0,Maximize: 3*x0 + 17*x1 + 13*x2 + 3*x3 + 4*x4,Constraint: 38*x0 + 28*x1 + 48*x2 + 13*x3 + 28*x4 <= 43
3645,"[2, 45, 11, 43, 38]","[3, 11, 1, 9, 12]",74,"[1, 0, 1, 0, 1]",16,27.8,7.2,Maximize: 3*x0 + 11*x1 + 1*x2 + 9*x3 + 12*x4,Constraint: 2*x0 + 45*x1 + 11*x2 + 43*x3 + 38*x4 <= 74
3646,"[28, 49, 12, 6, 22]","[1, 7, 2, 3, 19]",47,"[0, 0, 1, 1, 1]",24,23.4,6.4,Maximize: 1*x0 + 7*x1 + 2*x2 + 3*x3 + 19*x4,Constraint: 28*x0 + 49*x1 + 12*x2 + 6*x3 + 22*x4 <= 47
3647,"[28, 35, 39, 34, 39]","[14, 13, 5, 10, 9]",59,"[1, 0, 0, 0, 0]",14,35.0,10.2,Maximize: 14*x0 + 13*x1 + 5*x2 + 10*x3 + 9*x4,Constraint: 28*x0 + 35*x1 + 39*x2 + 34*x3 + 39*x4 <= 59
3648,"[34, 42, 16, 30, 19]","[17, 15, 16, 16, 17]",85,"[1, 0, 0, 1, 1]",50,28.2,16.2,Maximize: 17*x0 + 15*x1 + 16*x2 + 16*x3 + 17*x4,Constraint: 34*x0 + 42*x1 + 16*x2 + 30*x3 + 19*x4 <= 85
3649,"[7, 12, 10, 29, 10]","[12, 2, 1, 3, 11]",31,"[1, 1, 0, 0, 1]",25,13.6,5.8,Maximize: 12*x0 + 2*x1 + 1*x2 + 3*x3 + 11*x4,Constraint: 7*x0 + 12*x1 + 10*x2 + 29*x3 + 10*x4 <= 31
3650,"[46, 46, 13, 44, 31]","[18, 16, 4, 15, 9]",56,"[1, 0, 0, 0, 0]",18,36.0,12.4,Maximize: 18*x0 + 16*x1 + 4*x2 + 15*x3 + 9*x4,Constraint: 46*x0 + 46*x1 + 13*x2 + 44*x3 + 31*x4 <= 56
3651,"[17, 38, 17, 4, 20]","[2, 14, 8, 1, 18]",72,"[0, 1, 0, 1, 1]",33,19.2,8.6,Maximize: 2*x0 + 14*x1 + 8*x2 + 1*x3 + 18*x4,Constraint: 17*x0 + 38*x1 + 17*x2 + 4*x3 + 20*x4 <= 72
3652,"[9, 22, 20, 10, 18]","[4, 12, 5, 12, 1]",99,"[1, 1, 1, 1, 1]",34,15.8,6.8,Maximize: 4*x0 + 12*x1 + 5*x2 + 12*x3 + 1*x4,Constraint: 9*x0 + 22*x1 + 20*x2 + 10*x3 + 18*x4 <= 99
3653,"[32, 4, 17, 11, 27]","[8, 7, 17, 7, 16]",63,"[0, 1, 1, 1, 1]",47,18.2,11.0,Maximize: 8*x0 + 7*x1 + 17*x2 + 7*x3 + 16*x4,Constraint: 32*x0 + 4*x1 + 17*x2 + 11*x3 + 27*x4 <= 63
3654,"[12, 11, 16, 15, 15]","[1, 14, 16, 16, 19]",43,"[0, 1, 0, 1, 1]",49,13.8,13.2,Maximize: 1*x0 + 14*x1 + 16*x2 + 16*x3 + 19*x4,Constraint: 12*x0 + 11*x1 + 16*x2 + 15*x3 + 15*x4 <= 43
3655,"[5, 12, 22, 8, 26]","[1, 11, 2, 8, 18]",65,"[1, 1, 0, 1, 1]",38,14.6,8.0,Maximize: 1*x0 + 11*x1 + 2*x2 + 8*x3 + 18*x4,Constraint: 5*x0 + 12*x1 + 22*x2 + 8*x3 + 26*x4 <= 65
3656,"[45, 46, 42, 10, 17]","[16, 5, 6, 2, 5]",86,"[1, 0, 0, 1, 1]",23,32.0,6.8,Maximize: 16*x0 + 5*x1 + 6*x2 + 2*x3 + 5*x4,Constraint: 45*x0 + 46*x1 + 42*x2 + 10*x3 + 17*x4 <= 86
3657,"[17, 10, 19, 3, 33]","[8, 16, 6, 15, 19]",97,"[1, 1, 1, 1, 1]",64,16.4,12.8,Maximize: 8*x0 + 16*x1 + 6*x2 + 15*x3 + 19*x4,Constraint: 17*x0 + 10*x1 + 19*x2 + 3*x3 + 33*x4 <= 97
3658,"[38, 19, 47, 34, 7]","[11, 7, 3, 17, 3]",56,"[0, 1, 0, 1, 0]",24,29.0,8.2,Maximize: 11*x0 + 7*x1 + 3*x2 + 17*x3 + 3*x4,Constraint: 38*x0 + 19*x1 + 47*x2 + 34*x3 + 7*x4 <= 56
3659,"[36, 38, 47, 28, 33]","[12, 7, 9, 9, 13]",56,"[0, 0, 0, 0, 1]",13,36.4,10.0,Maximize: 12*x0 + 7*x1 + 9*x2 + 9*x3 + 13*x4,Constraint: 36*x0 + 38*x1 + 47*x2 + 28*x3 + 33*x4 <= 56
3660,"[48, 41, 6, 19, 34]","[9, 15, 5, 9, 8]",82,"[0, 1, 1, 1, 0]",29,29.6,9.2,Maximize: 9*x0 + 15*x1 + 5*x2 + 9*x3 + 8*x4,Constraint: 48*x0 + 41*x1 + 6*x2 + 19*x3 + 34*x4 <= 82
3661,"[37, 30, 46, 12, 7]","[11, 19, 15, 8, 1]",69,"[1, 1, 0, 0, 0]",30,26.4,10.8,Maximize: 11*x0 + 19*x1 + 15*x2 + 8*x3 + 1*x4,Constraint: 37*x0 + 30*x1 + 46*x2 + 12*x3 + 7*x4 <= 69
3662,"[25, 21, 15, 22, 11]","[15, 14, 18, 18, 17]",17,"[0, 0, 1, 0, 0]",18,18.8,16.4,Maximize: 15*x0 + 14*x1 + 18*x2 + 18*x3 + 17*x4,Constraint: 25*x0 + 21*x1 + 15*x2 + 22*x3 + 11*x4 <= 17
3663,"[13, 35, 9, 26, 38]","[7, 9, 13, 11, 1]",33,"[1, 0, 1, 0, 0]",20,24.2,8.2,Maximize: 7*x0 + 9*x1 + 13*x2 + 11*x3 + 1*x4,Constraint: 13*x0 + 35*x1 + 9*x2 + 26*x3 + 38*x4 <= 33
3664,"[13, 32, 41, 38, 13]","[14, 2, 16, 14, 17]",76,"[1, 0, 1, 0, 1]",47,27.4,12.6,Maximize: 14*x0 + 2*x1 + 16*x2 + 14*x3 + 17*x4,Constraint: 13*x0 + 32*x1 + 41*x2 + 38*x3 + 13*x4 <= 76
3665,"[17, 40, 34, 9, 35]","[1, 3, 7, 19, 16]",89,"[0, 0, 1, 1, 1]",42,27.0,9.2,Maximize: 1*x0 + 3*x1 + 7*x2 + 19*x3 + 16*x4,Constraint: 17*x0 + 40*x1 + 34*x2 + 9*x3 + 35*x4 <= 89
3666,"[3, 46, 13, 18, 2]","[18, 12, 14, 1, 12]",87,"[1, 1, 1, 1, 1]",57,16.4,11.4,Maximize: 18*x0 + 12*x1 + 14*x2 + 1*x3 + 12*x4,Constraint: 3*x0 + 46*x1 + 13*x2 + 18*x3 + 2*x4 <= 87
3667,"[17, 20, 37, 12, 3]","[2, 13, 3, 4, 11]",49,"[0, 1, 0, 1, 1]",28,17.8,6.6,Maximize: 2*x0 + 13*x1 + 3*x2 + 4*x3 + 11*x4,Constraint: 17*x0 + 20*x1 + 37*x2 + 12*x3 + 3*x4 <= 49
3668,"[40, 20, 22, 7, 34]","[18, 12, 17, 2, 8]",46,"[0, 1, 1, 0, 0]",29,24.6,11.4,Maximize: 18*x0 + 12*x1 + 17*x2 + 2*x3 + 8*x4,Constraint: 40*x0 + 20*x1 + 22*x2 + 7*x3 + 34*x4 <= 46
3669,"[10, 8, 42, 10, 34]","[5, 19, 15, 9, 17]",36,"[1, 1, 0, 1, 0]",33,20.8,13.0,Maximize: 5*x0 + 19*x1 + 15*x2 + 9*x3 + 17*x4,Constraint: 10*x0 + 8*x1 + 42*x2 + 10*x3 + 34*x4 <= 36
3670,"[23, 29, 47, 20, 15]","[10, 19, 19, 13, 18]",27,"[0, 0, 0, 0, 1]",18,26.8,15.8,Maximize: 10*x0 + 19*x1 + 19*x2 + 13*x3 + 18*x4,Constraint: 23*x0 + 29*x1 + 47*x2 + 20*x3 + 15*x4 <= 27
3671,"[44, 8, 20, 21, 18]","[19, 19, 1, 7, 18]",37,"[0, 1, 0, 0, 1]",37,22.2,12.8,Maximize: 19*x0 + 19*x1 + 1*x2 + 7*x3 + 18*x4,Constraint: 44*x0 + 8*x1 + 20*x2 + 21*x3 + 18*x4 <= 37
3672,"[33, 2, 36, 2, 46]","[8, 16, 17, 5, 8]",77,"[1, 1, 1, 1, 0]",46,23.8,10.8,Maximize: 8*x0 + 16*x1 + 17*x2 + 5*x3 + 8*x4,Constraint: 33*x0 + 2*x1 + 36*x2 + 2*x3 + 46*x4 <= 77
3673,"[11, 2, 10, 41, 13]","[15, 2, 17, 17, 19]",99,"[1, 1, 1, 1, 1]",70,15.4,14.0,Maximize: 15*x0 + 2*x1 + 17*x2 + 17*x3 + 19*x4,Constraint: 11*x0 + 2*x1 + 10*x2 + 41*x3 + 13*x4 <= 99
3674,"[45, 48, 14, 39, 38]","[14, 4, 16, 6, 17]",27,"[0, 0, 1, 0, 0]",16,36.8,11.4,Maximize: 14*x0 + 4*x1 + 16*x2 + 6*x3 + 17*x4,Constraint: 45*x0 + 48*x1 + 14*x2 + 39*x3 + 38*x4 <= 27
3675,"[16, 11, 41, 37, 22]","[1, 6, 10, 8, 19]",93,"[1, 1, 1, 0, 1]",36,25.4,8.8,Maximize: 1*x0 + 6*x1 + 10*x2 + 8*x3 + 19*x4,Constraint: 16*x0 + 11*x1 + 41*x2 + 37*x3 + 22*x4 <= 93
3676,"[47, 4, 21, 28, 37]","[15, 2, 17, 17, 10]",96,"[1, 0, 1, 1, 0]",49,27.4,12.2,Maximize: 15*x0 + 2*x1 + 17*x2 + 17*x3 + 10*x4,Constraint: 47*x0 + 4*x1 + 21*x2 + 28*x3 + 37*x4 <= 96
3677,"[14, 41, 42, 7, 22]","[14, 19, 11, 4, 14]",43,"[1, 0, 0, 1, 1]",32,25.2,12.4,Maximize: 14*x0 + 19*x1 + 11*x2 + 4*x3 + 14*x4,Constraint: 14*x0 + 41*x1 + 42*x2 + 7*x3 + 22*x4 <= 43
3678,"[9, 43, 5, 28, 2]","[9, 12, 1, 17, 7]",36,"[0, 0, 1, 1, 1]",25,17.4,9.2,Maximize: 9*x0 + 12*x1 + 1*x2 + 17*x3 + 7*x4,Constraint: 9*x0 + 43*x1 + 5*x2 + 28*x3 + 2*x4 <= 36
3679,"[8, 23, 31, 49, 35]","[6, 15, 8, 12, 2]",31,"[1, 1, 0, 0, 0]",21,29.2,8.6,Maximize: 6*x0 + 15*x1 + 8*x2 + 12*x3 + 2*x4,Constraint: 8*x0 + 23*x1 + 31*x2 + 49*x3 + 35*x4 <= 31
3680,"[41, 6, 33, 39, 6]","[1, 19, 12, 15, 18]",25,"[0, 1, 0, 0, 1]",37,25.0,13.0,Maximize: 1*x0 + 19*x1 + 12*x2 + 15*x3 + 18*x4,Constraint: 41*x0 + 6*x1 + 33*x2 + 39*x3 + 6*x4 <= 25
3681,"[6, 10, 24, 5, 23]","[4, 6, 11, 18, 11]",48,"[1, 1, 1, 1, 0]",39,13.6,10.0,Maximize: 4*x0 + 6*x1 + 11*x2 + 18*x3 + 11*x4,Constraint: 6*x0 + 10*x1 + 24*x2 + 5*x3 + 23*x4 <= 48
3682,"[28, 2, 37, 4, 36]","[13, 5, 4, 15, 8]",71,"[1, 1, 0, 1, 1]",41,21.4,9.0,Maximize: 13*x0 + 5*x1 + 4*x2 + 15*x3 + 8*x4,Constraint: 28*x0 + 2*x1 + 37*x2 + 4*x3 + 36*x4 <= 71
3683,"[10, 34, 33, 16, 7]","[17, 7, 7, 6, 9]",50,"[1, 0, 1, 0, 1]",33,20.0,9.2,Maximize: 17*x0 + 7*x1 + 7*x2 + 6*x3 + 9*x4,Constraint: 10*x0 + 34*x1 + 33*x2 + 16*x3 + 7*x4 <= 50
3684,"[37, 44, 49, 16, 30]","[12, 17, 6, 6, 2]",16,"[0, 0, 0, 1, 0]",6,35.2,8.6,Maximize: 12*x0 + 17*x1 + 6*x2 + 6*x3 + 2*x4,Constraint: 37*x0 + 44*x1 + 49*x2 + 16*x3 + 30*x4 <= 16
3685,"[26, 7, 44, 45, 9]","[8, 5, 19, 1, 13]",15,"[0, 0, 0, 0, 1]",13,26.2,9.2,Maximize: 8*x0 + 5*x1 + 19*x2 + 1*x3 + 13*x4,Constraint: 26*x0 + 7*x1 + 44*x2 + 45*x3 + 9*x4 <= 15
3686,"[20, 25, 10, 28, 28]","[18, 19, 17, 4, 16]",74,"[1, 1, 1, 0, 0]",54,22.2,14.8,Maximize: 18*x0 + 19*x1 + 17*x2 + 4*x3 + 16*x4,Constraint: 20*x0 + 25*x1 + 10*x2 + 28*x3 + 28*x4 <= 74
3687,"[22, 4, 42, 33, 30]","[12, 13, 18, 4, 17]",51,"[0, 1, 1, 0, 0]",31,26.2,12.8,Maximize: 12*x0 + 13*x1 + 18*x2 + 4*x3 + 17*x4,Constraint: 22*x0 + 4*x1 + 42*x2 + 33*x3 + 30*x4 <= 51
3688,"[18, 41, 47, 45, 20]","[11, 12, 17, 12, 17]",96,"[1, 0, 1, 0, 1]",45,34.2,13.8,Maximize: 11*x0 + 12*x1 + 17*x2 + 12*x3 + 17*x4,Constraint: 18*x0 + 41*x1 + 47*x2 + 45*x3 + 20*x4 <= 96
3689,"[42, 13, 39, 24, 34]","[9, 12, 15, 18, 16]",93,"[0, 1, 0, 1, 1]",46,30.4,14.0,Maximize: 9*x0 + 12*x1 + 15*x2 + 18*x3 + 16*x4,Constraint: 42*x0 + 13*x1 + 39*x2 + 24*x3 + 34*x4 <= 93
3690,"[47, 14, 10, 43, 6]","[2, 6, 5, 14, 18]",29,"[0, 1, 0, 0, 1]",24,24.0,9.0,Maximize: 2*x0 + 6*x1 + 5*x2 + 14*x3 + 18*x4,Constraint: 47*x0 + 14*x1 + 10*x2 + 43*x3 + 6*x4 <= 29
3691,"[21, 11, 47, 31, 35]","[13, 11, 10, 3, 18]",69,"[1, 1, 0, 0, 1]",42,29.0,11.0,Maximize: 13*x0 + 11*x1 + 10*x2 + 3*x3 + 18*x4,Constraint: 21*x0 + 11*x1 + 47*x2 + 31*x3 + 35*x4 <= 69
3692,"[11, 42, 39, 1, 21]","[16, 9, 6, 12, 10]",68,"[1, 0, 0, 1, 1]",38,22.8,10.6,Maximize: 16*x0 + 9*x1 + 6*x2 + 12*x3 + 10*x4,Constraint: 11*x0 + 42*x1 + 39*x2 + 1*x3 + 21*x4 <= 68
3693,"[9, 16, 45, 44, 9]","[13, 5, 5, 1, 18]",63,"[1, 1, 0, 0, 1]",36,24.6,8.4,Maximize: 13*x0 + 5*x1 + 5*x2 + 1*x3 + 18*x4,Constraint: 9*x0 + 16*x1 + 45*x2 + 44*x3 + 9*x4 <= 63
3694,"[41, 23, 24, 35, 19]","[3, 17, 16, 16, 8]",31,"[0, 1, 0, 0, 0]",17,28.4,12.0,Maximize: 3*x0 + 17*x1 + 16*x2 + 16*x3 + 8*x4,Constraint: 41*x0 + 23*x1 + 24*x2 + 35*x3 + 19*x4 <= 31
3695,"[9, 2, 39, 21, 14]","[6, 17, 14, 2, 5]",82,"[1, 1, 1, 0, 1]",42,17.0,8.8,Maximize: 6*x0 + 17*x1 + 14*x2 + 2*x3 + 5*x4,Constraint: 9*x0 + 2*x1 + 39*x2 + 21*x3 + 14*x4 <= 82
3696,"[15, 26, 11, 4, 22]","[9, 9, 18, 12, 13]",72,"[1, 0, 1, 1, 1]",52,15.6,12.2,Maximize: 9*x0 + 9*x1 + 18*x2 + 12*x3 + 13*x4,Constraint: 15*x0 + 26*x1 + 11*x2 + 4*x3 + 22*x4 <= 72
3697,"[25, 48, 32, 40, 5]","[13, 8, 15, 11, 10]",79,"[1, 0, 1, 0, 1]",38,30.0,11.4,Maximize: 13*x0 + 8*x1 + 15*x2 + 11*x3 + 10*x4,Constraint: 25*x0 + 48*x1 + 32*x2 + 40*x3 + 5*x4 <= 79
3698,"[22, 15, 6, 1, 9]","[2, 8, 13, 13, 2]",65,"[1, 1, 1, 1, 1]",38,10.6,7.6,Maximize: 2*x0 + 8*x1 + 13*x2 + 13*x3 + 2*x4,Constraint: 22*x0 + 15*x1 + 6*x2 + 1*x3 + 9*x4 <= 65
3699,"[24, 24, 16, 49, 16]","[13, 9, 11, 15, 16]",43,"[1, 0, 0, 0, 1]",29,25.8,12.8,Maximize: 13*x0 + 9*x1 + 11*x2 + 15*x3 + 16*x4,Constraint: 24*x0 + 24*x1 + 16*x2 + 49*x3 + 16*x4 <= 43
3700,"[39, 26, 7, 34, 1]","[17, 4, 6, 14, 5]",98,"[1, 0, 1, 1, 1]",42,21.4,9.2,Maximize: 17*x0 + 4*x1 + 6*x2 + 14*x3 + 5*x4,Constraint: 39*x0 + 26*x1 + 7*x2 + 34*x3 + 1*x4 <= 98
3701,"[36, 39, 2, 39, 28]","[5, 11, 9, 16, 8]",21,"[0, 0, 1, 0, 0]",9,28.8,9.8,Maximize: 5*x0 + 11*x1 + 9*x2 + 16*x3 + 8*x4,Constraint: 36*x0 + 39*x1 + 2*x2 + 39*x3 + 28*x4 <= 21
3702,"[48, 25, 44, 41, 1]","[13, 5, 19, 19, 6]",88,"[0, 0, 1, 1, 1]",44,31.8,12.4,Maximize: 13*x0 + 5*x1 + 19*x2 + 19*x3 + 6*x4,Constraint: 48*x0 + 25*x1 + 44*x2 + 41*x3 + 1*x4 <= 88
3703,"[13, 19, 32, 25, 32]","[1, 3, 13, 8, 9]",42,"[0, 0, 1, 0, 0]",13,24.2,6.8,Maximize: 1*x0 + 3*x1 + 13*x2 + 8*x3 + 9*x4,Constraint: 13*x0 + 19*x1 + 32*x2 + 25*x3 + 32*x4 <= 42
3704,"[41, 4, 14, 11, 27]","[3, 1, 18, 16, 16]",40,"[0, 1, 1, 1, 0]",35,19.4,10.8,Maximize: 3*x0 + 1*x1 + 18*x2 + 16*x3 + 16*x4,Constraint: 41*x0 + 4*x1 + 14*x2 + 11*x3 + 27*x4 <= 40
3705,"[30, 5, 11, 48, 37]","[4, 15, 1, 7, 12]",79,"[1, 1, 0, 0, 1]",31,26.2,7.8,Maximize: 4*x0 + 15*x1 + 1*x2 + 7*x3 + 12*x4,Constraint: 30*x0 + 5*x1 + 11*x2 + 48*x3 + 37*x4 <= 79
3706,"[40, 36, 27, 7, 47]","[7, 11, 11, 19, 14]",55,"[0, 0, 0, 1, 1]",33,31.4,12.4,Maximize: 7*x0 + 11*x1 + 11*x2 + 19*x3 + 14*x4,Constraint: 40*x0 + 36*x1 + 27*x2 + 7*x3 + 47*x4 <= 55
3707,"[14, 27, 12, 40, 42]","[9, 16, 10, 13, 16]",70,"[1, 1, 1, 0, 0]",35,27.0,12.8,Maximize: 9*x0 + 16*x1 + 10*x2 + 13*x3 + 16*x4,Constraint: 14*x0 + 27*x1 + 12*x2 + 40*x3 + 42*x4 <= 70
3708,"[28, 43, 2, 41, 24]","[17, 5, 12, 11, 17]",96,"[1, 0, 1, 1, 1]",57,27.6,12.4,Maximize: 17*x0 + 5*x1 + 12*x2 + 11*x3 + 17*x4,Constraint: 28*x0 + 43*x1 + 2*x2 + 41*x3 + 24*x4 <= 96
3709,"[31, 17, 34, 9, 25]","[19, 17, 8, 1, 14]",48,"[1, 1, 0, 0, 0]",36,23.2,11.8,Maximize: 19*x0 + 17*x1 + 8*x2 + 1*x3 + 14*x4,Constraint: 31*x0 + 17*x1 + 34*x2 + 9*x3 + 25*x4 <= 48
